# SLAM - pose_x pose_y orientation time
0 4.0052151948 12.9248303896 3.1112151947997857 1504013832.2
1 4.51301221098 12.8769656975 3.049067186844209 1504013874.18
2 4.82724889456 12.8325551184 2.9574166309284635 1504013877.66
3 5.16181402661 12.6055940401 2.8431355360616952 1504013881.87
4 5.46501006157 12.4955879894 2.7428137481420882 1504013885.48
5 5.71806038598 12.2937773063 2.657308209381046 1504013888.71
6 5.92958127703 12.0852863747 2.592428075807661 1504013891.66
7 6.10249445177 11.8923609563 2.546077765373475 1504013894.16
8 6.27727539266 11.7048374277 2.498606598262834 1504013896.76
9 6.47983937814 11.4907980235 2.455852905463512 1504013899.67
10 6.96903557536 10.9996658273 2.3844068568576926 1504013906.67
11 7.20059305128 10.7723677116 2.358628748966469 1504013909.96
12 7.38413763111 10.4812855639 2.329150332940829 1504013913.18
13 7.54902087497 10.2232721595 2.2962840048098005 1504013916.24
14 7.71692368731 10.000142316 2.26803442379781 1504013919.12
15 7.90242664483 9.72015412731 2.223961712378927 1504013922.48
16 8.06268796711 9.45825575506 2.1836405055006347 1504013925.56
17 8.1947683792 9.19008259789 2.1356087692996875 1504013928.56
18 8.26986411946 8.91852067491 2.0850286027214793 1504013931.26
19 8.47161690154 8.39242534524 1.9972398787919705 1504013937.21
20 8.59955590895 8.1031719961 1.9577215506141852 1504013940.45
21 8.62307397868 7.79592557127 1.9191982918548554 1504013943.32
22 8.69076306956 7.53322424108 1.8941687015571518 1504013945.96
23 8.7235496971 7.27268018869 1.877321484446167 1504013948.48
24 8.77044815357 7.03988052736 1.8676566656635976 1504013951.0
25 8.83593042279 6.78870088958 1.8518853989546131 1504013953.59
26 8.8950823018 6.53312755322 1.8456633110446543 1504013956.23
27 8.96031301714 6.22368097095 1.8473127338957462 1504013959.21
28 9.03769464695 5.93243019877 1.858481429084785 1504013962.34
29 9.21438603667 5.30666919168 1.8990548158639844 1504013968.7
30 9.34587982657 4.96562964357 1.9413445307189288 1504013972.4
31 9.45727344963 4.72056037636 1.97492694321688 1504013975.17
32 9.61544038513 4.48263478721 2.02372312530498 1504013978.18
33 9.76291171827 4.2343336621 2.078538205136172 1504013981.18
34 9.9415969206 4.00879768298 2.1475291220517443 1504013984.47
35 10.0982504816 3.79305185597 2.2056800252825703 1504013987.36
36 10.323093416 3.57008857461 2.27216933432723 1504013990.71
37 10.5702726559 3.3513078799 2.3436948283134713 1504013994.07
38 11.0976117146 3.01182104384 2.5248556150277874 1504014000.87
39 11.3658917759 2.83756516498 2.6285544247393022 1504014004.58
40 11.7281229242 2.781053031 2.725648305183494 1504014007.97
41 12.0123810861 2.73996920544 2.8175206300865545 1504014011.17
42 12.3218567362 2.71364096005 2.9021869717477644 1504014014.46
43 12.6659441166 2.70171790144 2.986811607614581 1504014018.19
44 13.0408749419 2.69866929574 3.0467911614352134 1504014021.92
45 13.4338188061 2.72550033076 3.0907448148526524 1504014025.8
46 14.1821557597 2.76189914618 3.105647808410931 1504014033.38
47 14.5469937421 2.74625980331 3.0993306497986217 1504014036.98
48 14.8570262703 2.73171445082 3.0961734921067765 1504014040.08
49 15.1416623676 2.70680689173 3.092987530565607 1504014043.09
50 15.4427116045 2.67333456385 3.090493052172703 1504014046.15
51 15.7336217715 2.6509750691 3.0865299516628624 1504014049.09
52 16.0544777997 2.62354547753 3.081411271727056 1504014052.07
53 16.4108584309 2.59048944484 3.0809939523327974 1504014055.76
54 17.1380981216 2.52304759988 3.087094352414101 1504014063.07
55 17.3544566887 2.51409056846 3.081839506829336 1504014066.98
56 17.3663108876 2.50569847531 3.0820053944929784 1504014070.27


# GT - pose_x pose_y orientation time
0 4.0052 12.9248 3.1112 1504013832.2061038
1 4.5372 12.8967 3.0408 1504013874.205692
2 4.8508 12.8505 2.9496 1504013877.687128
3 5.2005 12.761 2.8372 1504013881.885973
4 5.5027 12.6494 2.7371 1504013885.4871097
5 5.7654 12.523 2.6527 1504013888.7273793
6 6.0012 12.388 2.5871 1504013891.6686
7 6.1961 12.2603 2.538 1504013894.1887376
8 6.399 12.1164 2.4932 1504013896.7669811
9 6.6173 11.9482 2.4516 1504013899.6454248
10 7.1335 11.4872 2.3734 1504013906.6679678
11 7.3628 11.2571 2.3476 1504013909.9682355
12 7.5885 11.0186 2.3173 1504013913.2098856
13 7.7878 10.7938 2.2902 1504013916.2676558
14 7.97 10.5798 2.2608 1504013919.146834
15 8.1725 10.3202 2.2157 1504013922.5069046
16 8.3429 10.0817 2.1734 1504013925.5666065
17 8.502 9.8426 2.1271 1504013928.5653613
18 8.6365 9.6196 2.0825 1504013931.2681813
19 8.8961 9.1085 1.9905 1504013937.2089338
20 9.022 8.8186 1.951 1504013940.4475713
21 9.1232 8.5513 1.9159 1504013943.326654
